StrainName	Start	End	DonorLineage
ERR12861413	2196998	2201384	SC2
ERR12861413	2219727	2221510	SC2
ERR12861413	2230666	2232276	SC2
ERR12861413	2244815	2247899	SC2
ERR12861413	2312531	2314707	SC2
ERR12861413	2331933	2333804	SC2
ERR12861413	2360195	2362018	SC2
ERR12861413	2375472	2381185	SC2
ERR12861413	2423880	2424550	SC2
ERR12861413	2425835	2428728	SC2
ERR12861413	2444409	2445451	SC2
ERR12861413	2454692	2455214	SC2
ERR12861413	2458987	2461766	SC2
ERR12861413	2479726	2480777	SC2
ERR12861413	2482456	2486535	SC2
ERR12861413	2532709	2535829	SC2
ERR12861413	2554969	2557918	SC2
ERR12861413	2601598	2602974	SC2
ERR12861413	2655814	2660297	SC2
ERR12861413	2683598	2684300	SC2
ERR12861413	2701368	2704872	SC2
ERR12861413	2708756	2711531	SC2
ERR12861413	2756677	2759090	SC2
ERR12861413	2777332	2780512	SC2
ERR12861413	2796686	2798579	SC2
ERR12861413	2917900	2924380	SC2
ERR12861413	2949409	2949930	SC2
ERR12861413	2982551	2985450	SC2
ERR12861413	3018644	3020931	SC2
ERR12861413	3027021	3031828	SC2
ERR12861413	3036103	3051737	SC2
ERR12861413	3056890	3059238	SC2
ERR12861413	3145016	3147457	SC2
ERR12861413	3163374	3166145	SC2
ERR12861413	3349096	3352018	SC2
ERR12861413	3366926	3368047	SC2
ERR12861413	3371203	3388025	SC2
ERR12861413	3396748	3399832	SC2
ERR12861413	3438774	3439486	SC2
ERR12861413	3483538	3484712	SC2
ERR12861413	3493570	3503260	SC2
ERR12861413	3520437	3521395	SC2
ERR12861413	3604889	3608896	SC2
ERR12861413	3612776	3616035	SC2
ERR12861413	3639849	3644185	SC2
ERR12861413	3677750	3679611	SC2
ERR12861413	3749944	3752312	SC2
ERR12861413	3806617	3807841	SC2
ERR12861413	3928210	3929656	SC2
ERR12861413	3946027	3950967	SC2
ERR12861413	3975503	3976801	SC2
ERR12861413	4003322	4006055	SC2
ERR12861413	4017838	4020545	SC2
ERR12861413	4026807	4028080	SC2
ERR12861413	4032588	4033753	SC2
ERR12861413	4038254	4047116	SC2
ERR12861413	4051735	4053784	SC2
ERR12861413	4135385	4137389	SC2
ERR12861949	360963	361311	SC2
ERR12861949	444025	447043	SC2
ERR12861949	479820	479910	SC2
ERR12861949	542680	543229	SC2
ERR12861949	968395	969727	SC2
ERR12861949	989467	991462	SC2
ERR12861949	998688	1000251	SC2
ERR12861949	1113089	1114604	SC2
ERR12861949	1301412	1302543	SC2
ERR12861949	1488466	1490040	SC2
ERR12861949	1532671	1535304	SC2
ERR12861949	1590830	1592465	SC2
ERR12861949	1595707	1596989	SC2
ERR12861949	1601399	1605292	SC2
ERR12861949	2252129	2253899	SC2
ERR12861949	2321285	2321667	SC2
ERR12861949	2388954	2390990	SC2
ERR12861949	2562629	2563697	SC2
ERR12861949	2652758	2654884	SC2
ERR12861949	2815884	2818784	SC2
ERR12861949	3144531	3145060	SC2
ERR12861949	3167726	3169302	SC2
ERR12861949	3432710	3434465	SC2
ERR12861949	3502417	3504564	SC2
ERR12861949	3541719	3543787	SC2
ERR12861949	3636648	3637717	SC2
ERR12861949	3657471	3658483	SC2
ERR12861949	3803949	3805383	SC2
ERR12861949	4070660	4071127	SC2
ERR13148602	88842	89644	SC2
ERR13148602	91256	93777	SC2
ERR13148602	100712	101217	SC2
ERR13148602	102844	103614	SC2
ERR13148602	298579	298974	SC2
ERR13148602	303497	304444	SC2
ERR13148602	399124	400532	SC2
ERR13148602	896066	896440	SC2
ERR13148602	967628	972181	SC2
ERR13148602	1252091	1252466	SC2
ERR13148602	1593126	1594738	SC2
ERR13148602	1658732	1660536	SC2
ERR13148602	1732776	1733979	SC2
ERR13148602	1823691	1824824	SC2
ERR13148602	1910746	1912044	SC2
ERR13148602	1919279	1921615	SC2
ERR13148602	2272111	2272529	SC2
ERR13148602	2588343	2589102	SC2
ERR13148602	2614526	2616549	SC2
ERR13148602	2617262	2617608	SC2
ERR13148602	2752676	2754621	SC2
ERR13148602	2754851	2754964	SC2
ERR13148602	2757862	2758945	SC2
ERR13148602	2805953	2806602	SC2
ERR13148602	2810658	2812097	SC2
ERR13148602	2949696	2954577	SC2
ERR13148602	3178164	3180086	SC2
ERR13148602	3275442	3276429	SC2
ERR13148602	3337461	3338393	SC2
ERR13148602	3339350	3341789	SC2
ERR13148602	3461538	3462767	SC2
ERR13148602	3565747	3565869	SC2
ERR13148602	3605732	3608167	SC2
ERR13148602	3676787	3677680	SC2
ERR13148602	3678485	3680257	SC2
ERR13148602	3807128	3808628	SC2
ERR13148602	3899142	3899519	SC2
ERR13148602	3926527	3927029	SC2
ERR13148602	3991478	3993598	SC2
SRR10120009	753252	753607	SC2
SRR7800523	91846	93087	SC2
SRR7800523	341413	343134	SC2
SRR7800523	742353	743648	SC2
SRR7800523	971702	972348	SC2
SRR7800523	974099	976002	SC2
SRR7800523	1087703	1089435	SC2
SRR7800523	1093687	1094827	SC2
SRR7800523	1118256	1119760	SC2
SRR7800523	1148332	1149385	SC2
SRR7800523	1188145	1189553	SC2
SRR7800523	1645012	1648654	SC2
SRR7800523	1870103	1873072	SC2
SRR7800523	1884497	1885579	SC2
SRR7800523	2075830	2077310	SC2
SRR7800523	2094161	2095179	SC2
SRR7800523	2104682	2108094	SC2
SRR7800523	2321063	2324117	SC2
SRR7800523	2343830	2344737	SC2
SRR7800523	2346525	2347655	SC2
SRR7800523	2350040	2351133	SC2
SRR7800523	2358890	2361028	SC2
SRR7800523	2479573	2480683	SC2
SRR7800523	2546419	2547544	SC2
SRR7800523	2711789	2712992	SC2
SRR7800523	3233216	3234047	SC2
SRR7800523	3243933	3246365	SC2
SRR7800523	3468578	3471136	SC2
SRR7800523	3657436	3658379	SC2
SRR7800523	3665310	3666253	SC2
SRR7800523	3759245	3760744	SC2
SRR7800523	3773889	3774731	SC2
ERR12861517	229790	230862	SC2
ERR12861517	406756	407644	SC2
ERR12861517	488391	489095	SC2
ERR12861517	546091	547978	SC2
ERR12861517	735245	736281	SC2
ERR12861517	745355	747135	SC2
ERR12861517	803219	807773	SC2
ERR12861517	809271	809628	SC2
ERR12861517	829414	834172	SC2
ERR12861517	967496	969220	SC2
ERR12861517	1114700	1115293	SC2
ERR12861517	1239930	1245079	SC2
ERR12861517	1280845	1285633	SC2
ERR12861517	1334988	1336460	SC2
ERR12861517	1339758	1343782	SC2
ERR12861517	1403598	1406534	SC2
ERR12861517	1417902	1421829	SC2
ERR12861517	1545893	1547659	SC2
ERR12861517	1699479	1701134	SC2
ERR12861517	1732345	1733979	SC2
ERR12861517	1760525	1761797	SC2
ERR12861517	1879546	1881734	SC2
ERR12861517	1959318	1961061	SC2
ERR12861517	1996192	1997209	SC2
ERR12861517	2004223	2004815	SC2
ERR12861517	2013499	2015051	SC2
ERR12861517	2016825	2020412	SC2
ERR12861517	2372018	2375185	SC2
ERR12861517	2422477	2424550	SC2
ERR12861517	2490492	2492262	SC2
ERR12861517	2632777	2634146	SC2
ERR12861517	2636258	2637620	SC2
ERR12861517	2666488	2667375	SC2
ERR12861517	2780757	2782970	SC2
ERR12861517	3185987	3186362	SC2
ERR12861517	3212606	3213271	SC2
ERR12861517	3235523	3237479	SC2
ERR12861517	3367024	3367876	SC2
ERR12861517	3462623	3464146	SC2
ERR12861517	3585895	3587353	SC2
ERR12861517	3715093	3719849	SC2
ERR12861517	3760834	3761528	SC2
ERR12861517	3792780	3794468	SC2
ERR12861517	3898983	3901087	SC2
ERR12861517	3927312	3928096	SC2
ERR12861517	4024493	4025340	SC2
ERR12861517	4026387	4028757	SC2
ERR12861517	4039673	4040874	SC2
ERR12861517	4066541	4069999	SC2
ERR12861447	21623	22126	SC2
ERR12861447	55357	56016	SC2
ERR12861447	110833	112285	SC2
ERR12861447	120024	121144	SC2
ERR12861447	166431	167816	SC2
ERR12861447	218657	229463	SC2
ERR12861447	235460	237513	SC2
ERR12861447	269426	275474	SC2
ERR12861447	371488	371777	SC2
ERR12861447	375103	375413	SC2
ERR12861447	406726	408854	SC2
ERR12861447	484519	485067	SC2
ERR12861447	495484	497837	SC2
ERR12861447	517605	518106	SC2
ERR12861447	563205	564356	SC2
ERR12861447	567650	569985	SC2
ERR12861447	608182	608986	SC2
ERR12861447	652903	653150	SC2
ERR12861447	665645	667668	SC2
ERR12861447	683777	690052	SC2
ERR12861447	716314	719460	SC2
ERR12861447	733412	736652	SC2
ERR12861447	772718	773654	SC2
ERR12861447	775258	783186	SC2
ERR12861447	785304	786126	SC2
ERR12861447	837678	838686	SC2
ERR12861447	856706	858981	SC2
ERR12861447	890077	891301	SC2
ERR12861447	919498	920919	SC2
ERR12861447	943991	945231	SC2
ERR12861447	983258	986096	SC2
ERR12861447	1019534	1022175	SC2
ERR12861447	1042077	1042850	SC2
ERR12861447	1054131	1055071	SC2
ERR12861447	1068276	1073588	SC2
ERR12861447	1095095	1097115	SC2
ERR12861447	1101800	1107672	SC2
ERR12861447	1119897	1120972	SC2
ERR12861447	1196578	1198516	SC2
ERR12861447	1262179	1262974	SC2
ERR12861447	1266206	1267101	SC2
ERR12861447	1300313	1301490	SC2
ERR12861447	1333081	1333295	SC2
ERR12861447	1340347	1341770	SC2
ERR12861447	1351339	1352247	SC2
ERR12861447	1380164	1381091	SC2
ERR12861447	1389046	1389564	SC2
ERR12861447	1399535	1400254	SC2
ERR12861447	1434229	1435856	SC2
ERR12861447	1554247	1557630	SC2
ERR12861447	1629598	1632864	SC2
ERR12861447	1639884	1644234	SC2
ERR12861447	1695016	1696165	SC2
ERR12861447	1715035	1721331	SC2
ERR12861447	1728343	1728981	SC2
ERR12861447	1752051	1758603	SC2
ERR12861447	1780551	1782485	SC2
ERR12861447	1832029	1839851	SC2
ERR12861447	1849745	1850603	SC2
ERR12861447	1882639	1883356	SC2
ERR12861447	1900057	1904494	SC2
ERR12861447	1905619	1907530	SC2
ERR12861447	1939506	1942680	SC2
ERR12861447	1952309	1957879	SC2
ERR12861447	1966743	1979747	SC2
ERR12861447	2022541	2024509	SC2
ERR12861447	2046167	2048673	SC2
ERR12861447	2073595	2074813	SC2
ERR12861447	2093718	2098080	SC2
ERR12861447	2127978	2132472	SC2
ERR12861447	2154546	2163669	SC2
ERR12861447	2172604	2177311	SC2
ERR12861447	2186205	2188982	SC2
ERR12861447	2221739	2226349	SC2
ERR12861447	2236278	2238065	SC2
ERR12861447	2250615	2251857	SC2
ERR12861447	2268046	2274155	SC2
ERR12861447	2306913	2307859	SC2
ERR12861447	2365039	2366377	SC2
ERR12861447	2379033	2379398	SC2
ERR12861447	2460100	2462682	SC2
ERR12861447	2467140	2468256	SC2
ERR12861447	2496027	2496962	SC2
ERR12861447	2510836	2518579	SC2
ERR12861447	2559870	2562262	SC2
ERR12861447	2565556	2567665	SC2
ERR12861447	2632777	2636911	SC2
ERR12861447	2642278	2651901	SC2
ERR12861447	2659051	2665699	SC2
ERR12861447	2738714	2748220	SC2
ERR12861447	2817121	2819262	SC2
ERR12861447	2908255	2910584	SC2
ERR12861447	3116374	3118562	SC2
ERR12861447	3345104	3346830	SC2
ERR12861447	3357628	3367438	SC2
ERR12861447	3390695	3392914	SC2
ERR12861447	3402206	3402388	SC2
ERR12861447	3435297	3436162	SC2
ERR12861447	3509063	3512969	SC2
ERR12861447	3522086	3523922	SC2
ERR12861447	3558972	3562388	SC2
ERR12861447	3612776	3613691	SC2
ERR12861447	3802499	3806513	SC2
ERR12861447	3847017	3848245	SC2
ERR12861447	3919070	3922682	SC2
ERR12861447	3975283	3977985	SC2
ERR12861447	4117229	4118391	SC2
ERR12861447	4226278	4234560	SC2
ERR12861519	89645	97337	SC2
ERR12861519	99222	100052	SC2
ERR12861519	100383	104390	SC2
ERR12861519	304303	306358	SC2
ERR12861519	400533	408945	SC2
ERR12861519	688998	690491	SC2
ERR12861519	968638	969220	SC2
ERR12861519	987050	990621	SC2
ERR12861519	1048827	1053628	SC2
ERR12861519	1256529	1258387	SC2
ERR12861519	1420349	1421904	SC2
ERR12861519	1590830	1595233	SC2
ERR12861519	1596204	1599254	SC2
ERR12861519	1704063	1707342	SC2
ERR12861519	2065841	2066835	SC2
ERR12861519	2072318	2076003	SC2
ERR12861519	2325667	2328798	SC2
ERR12861519	2364956	2366232	SC2
ERR12861519	2369144	2370781	SC2
ERR12861519	2372325	2373583	SC2
ERR12861519	2514454	2517007	SC2
ERR12861519	2567896	2569663	SC2
ERR12861519	2647126	2648501	SC2
ERR12861519	2756677	2759629	SC2
ERR12861519	2801989	2803960	SC2
ERR12861519	2924346	2925054	SC2
ERR12861519	2947622	2949408	SC2
ERR12861519	3049301	3051033	SC2
ERR12861519	3136194	3139441	SC2
ERR12861519	3147458	3147805	SC2
ERR12861519	3149696	3151156	SC2
ERR12861519	3153219	3155564	SC2
ERR12861519	3350549	3352252	SC2
ERR12861519	3359633	3366925	SC2
ERR12861519	3386522	3396300	SC2
ERR12861519	3433033	3436781	SC2
ERR12861519	3534316	3535506	SC2
ERR12861519	3565966	3566963	SC2
ERR12861519	3568507	3569608	SC2
ERR12861519	3574962	3579755	SC2
ERR12861519	3581744	3583256	SC2
ERR12861519	3591417	3597929	SC2
ERR12861519	3600484	3607019	SC2
ERR12861519	3645202	3648155	SC2
ERR12861519	3672334	3674105	SC2
ERR12861519	3804503	3806589	SC2
ERR12861519	3825067	3829659	SC2
ERR12861519	3912561	3912832	SC2
ERR12861519	3983058	3986577	SC2
ERR12861519	3987894	3989239	SC2
ERR12861519	3991871	3995946	SC2
ERR12861519	4001250	4002145	SC2
DRR286166	445469	446906	SC2
DRR286166	482403	484056	SC2
DRR286166	1048584	1049998	SC2
DRR286166	1184518	1186834	SC2
DRR286166	1203907	1204318	SC2
DRR286166	1222728	1223652	SC2
DRR286166	1300215	1302734	SC2
DRR286166	1488390	1489923	SC2
DRR286166	1714930	1715912	SC2
DRR286166	2622700	2623666	SC2
DRR286166	3341790	3343958	SC2
DRR286166	3387225	3387966	SC2
DRR286166	3416725	3417933	SC2
DRR286166	4227245	4232666	SC2
DRR286135	203646	204380	SC2
DRR286135	363454	364483	SC2
DRR286135	1109353	1110127	SC2
DRR286135	1229343	1229786	SC2
DRR286135	1622704	1623133	SC2
DRR286135	1887796	1888199	SC2
DRR286135	2431022	2431572	SC2
DRR286135	3333122	3334583	SC2
ERR12861802	969542	971415	SC2
ERR12861802	987283	990467	SC2
ERR12861802	996251	997235	SC2
ERR12861802	1049999	1051746	SC2
ERR12861802	1060878	1063089	SC2
ERR12861802	1256529	1258136	SC2
ERR12861802	2370062	2371418	SC2
ERR12861802	2530222	2530909	SC2
ERR12861802	2617262	2617608	SC2
ERR12861802	2758059	2759090	SC2
ERR12861802	2924800	2925100	SC2
ERR12861802	3048626	3051852	SC2
ERR12861802	3137795	3138113	SC2
ERR12861802	3899250	3900406	SC2
ERR12861839	82375	86798	SC2
ERR12861839	89478	91960	SC2
ERR12861839	93088	99849	SC2
ERR12861839	164393	167835	SC2
ERR12861839	183683	184698	SC2
ERR12861839	220136	225121	SC2
ERR12861839	227109	229675	SC2
ERR12861839	297947	301097	SC2
ERR12861839	313134	313816	SC2
ERR12861839	341539	342188	SC2
ERR12861839	446841	447216	SC2
ERR12861839	463938	464860	SC2
ERR12861839	522724	524207	SC2
ERR12861839	715553	718377	SC2
ERR12861839	719461	723102	SC2
ERR12861839	828966	835070	SC2
ERR12861839	862047	863691	SC2
ERR12861839	893294	895480	SC2
ERR12861839	927855	934290	SC2
ERR12861839	947738	948248	SC2
ERR12861839	955923	958765	SC2
ERR12861839	989748	991036	SC2
ERR12861839	1035019	1043112	SC2
ERR12861839	1053629	1056553	SC2
ERR12861839	1058078	1059765	SC2
ERR12861839	1157417	1157951	SC2
ERR12861839	1161882	1163974	SC2
ERR12861839	1167795	1170671	SC2
ERR12861839	1225679	1226501	SC2
ERR12861839	1246142	1252378	SC2
ERR12861839	1264315	1264972	SC2
ERR12861839	1403196	1404402	SC2
ERR12861839	1532780	1533046	SC2
ERR12861839	1591866	1595132	SC2
ERR12861839	1615877	1616870	SC2
ERR12861839	1642591	1648654	SC2
ERR12861839	1698367	1699610	SC2
ERR12861839	1823875	1824562	SC2
ERR12861839	1841818	1842444	SC2
ERR12861839	1905450	1907576	SC2
ERR12861839	1984601	1986340	SC2
ERR12861839	2016005	2017131	SC2
ERR12861839	2060143	2061797	SC2
ERR12861839	2065369	2066649	SC2
ERR12861839	2073315	2074843	SC2
ERR12861839	2175500	2177365	SC2
ERR12861839	2178655	2180792	SC2
ERR12861839	2212180	2215822	SC2
ERR12861839	2217816	2220459	SC2
ERR12861839	2230038	2232276	SC2
ERR12861839	2304508	2306743	SC2
ERR12861839	2388954	2389712	SC2
ERR12861839	2417685	2418381	SC2
ERR12861839	2425897	2428790	SC2
ERR12861839	2631321	2632596	SC2
ERR12861839	2654191	2655234	SC2
ERR12861839	2674206	2677522	SC2
ERR12861839	2701368	2704717	SC2
ERR12861839	2731161	2735518	SC2
ERR12861839	2795777	2798078	SC2
ERR12861839	2908255	2910584	SC2
ERR12861839	2928543	2932305	SC2
ERR12861839	2949352	2952048	SC2
ERR12861839	2973824	2976361	SC2
ERR12861839	3050173	3054381	SC2
ERR12861839	3056759	3059238	SC2
ERR12861839	3066142	3079570	SC2
ERR12861839	3174491	3175602	SC2
ERR12861839	3182657	3184702	SC2
ERR12861839	3432710	3435121	SC2
ERR12861839	3476772	3479828	SC2
ERR12861839	3483986	3486850	SC2
ERR12861839	3578914	3580456	SC2
ERR12861839	3590378	3597929	SC2
ERR12861839	3642843	3643419	SC2
ERR12861839	3689475	3692005	SC2
ERR12861839	3767058	3767814	SC2
ERR12861839	3838932	3839221	SC2
ERR12861839	3846893	3847927	SC2
ERR12861839	3877167	3879797	SC2
ERR12861839	3978538	3981566	SC2
ERR12861839	3993758	4000791	SC2
ERR12861839	4076884	4078706	SC2
DRR286206	100415	101428	SC2
DRR286206	321686	321845	SC2
DRR286206	996924	997733	SC2
DRR286206	1041957	1043112	SC2
DRR286206	1142692	1144151	SC2
DRR286206	1264106	1265047	SC2
DRR286206	1301289	1302780	SC2
DRR286206	1355815	1356333	SC2
DRR286206	1615735	1617612	SC2
DRR286206	2170280	2173541	SC2
DRR286206	2256000	2257794	SC2
DRR286206	2388954	2390002	SC2
DRR286206	2844355	2845691	SC2
DRR286206	2916080	2917473	SC2
DRR286206	3064909	3065541	SC2
DRR286206	3168020	3169229	SC2
DRR286206	3252866	3253758	SC2
DRR286206	3320058	3321433	SC2
DRR286206	3453171	3454090	SC2
DRR286206	3476330	3479913	SC2
DRR286206	3735194	3735664	SC2
DRR286206	3841406	3843161	SC2
DRR286206	3915351	3918263	SC2
DRR286206	3924259	3925726	SC2
DRR286206	4052230	4053777	SC2
DRR286206	4072631	4073474	SC2
DRR286206	4157544	4175162	SC2
ERR12861874	89102	89321	SC2
ERR12861874	130392	132506	SC2
ERR12861874	478700	481345	SC2
ERR12861874	798632	799455	SC2
ERR12861874	1643077	1648717	SC2
ERR12861874	1869002	1870856	SC2
ERR12861874	1879396	1880123	SC2
ERR12861874	1996192	1997341	SC2
ERR12861874	2111828	2112381	SC2
ERR12861874	2126722	2128283	SC2
ERR12861874	2266381	2271131	SC2
ERR12861874	2332084	2333804	SC2
ERR12861874	2583492	2585642	SC2
ERR12861874	2817121	2820592	SC2
ERR12861874	2977949	2979271	SC2
SRR7800616	1210371	1211172	SC2
SRR7800616	1645718	1647069	SC2
SRR7800616	1879546	1881775	SC2
SRR7800616	2417606	2418913	SC2
SRR7800616	2817044	2820165	SC2
SRR7800616	3421122	3422181	SC2
SRR7800616	3715084	3722690	SC2
SRR7800616	4113100	4114448	SC2
ERR13148484	98437	101711	SC2
ERR13148484	286250	288291	SC2
ERR13148484	288443	288785	SC2
ERR13148484	291000	295242	SC2
ERR13148484	300735	302575	SC2
ERR13148484	306040	306289	SC2
ERR13148484	404821	406956	SC2
ERR13148484	966160	966882	SC2
ERR13148484	968239	968886	SC2
ERR13148484	971239	974271	SC2
ERR13148484	992343	992446	SC2
ERR13148484	992884	993110	SC2
ERR13148484	1060421	1060969	SC2
ERR13148484	1101800	1103563	SC2
ERR13148484	1162933	1165726	SC2
ERR13148484	1352780	1353522	SC2
ERR13148484	1353674	1355863	SC2
ERR13148484	1426660	1427305	SC2
ERR13148484	1592341	1595024	SC2
ERR13148484	1825964	1827582	SC2
ERR13148484	1908834	1912967	SC2
ERR13148484	2137938	2139928	SC2
ERR13148484	2363858	2368226	SC2
ERR13148484	2526479	2531137	SC2
ERR13148484	2557919	2559958	SC2
ERR13148484	2600181	2600853	SC2
ERR13148484	2615207	2617710	SC2
ERR13148484	2751620	2756676	SC2
ERR13148484	2759056	2760823	SC2
ERR13148484	2804594	2806335	SC2
ERR13148484	2939165	2943336	SC2
ERR13148484	2949409	2951865	SC2
ERR13148484	2964860	2967800	SC2
ERR13148484	2996929	2999283	SC2
ERR13148484	3149597	3151105	SC2
ERR13148484	3177686	3180785	SC2
ERR13148484	3237286	3238889	SC2
ERR13148484	3242912	3246715	SC2
ERR13148484	3331799	3333049	SC2
ERR13148484	3335707	3336063	SC2
ERR13148484	3356670	3357000	SC2
ERR13148484	3394793	3396747	SC2
ERR13148484	3431689	3432619	SC2
ERR13148484	3438317	3441026	SC2
ERR13148484	3571998	3572326	SC2
ERR13148484	3574007	3574819	SC2
ERR13148484	3578387	3580716	SC2
ERR13148484	3593859	3594353	SC2
ERR13148484	3605628	3608858	SC2
ERR13148484	3645487	3648155	SC2
ERR13148484	3801766	3802136	SC2
ERR13148484	3807869	3808760	SC2
ERR13148484	3898880	3899559	SC2
ERR12861422	41681	46318	SC2
ERR12861422	155085	156597	SC2
ERR12861422	164341	167526	SC2
ERR12861422	192474	193542	SC2
ERR12861422	195714	198477	SC2
ERR12861422	235063	238179	SC2
ERR12861422	244576	246253	SC2
ERR12861422	286067	287753	SC2
ERR12861422	319180	323203	SC2
ERR12861422	354378	355312	SC2
ERR12861422	406653	407644	SC2
ERR12861422	420357	421279	SC2
ERR12861422	431465	433164	SC2
ERR12861422	489119	493462	SC2
ERR12861422	505084	505517	SC2
ERR12861422	537940	544527	SC2
ERR12861422	556963	558156	SC2
ERR12861422	566103	569003	SC2
ERR12861422	590622	591453	SC2
ERR12861422	605852	606229	SC2
ERR12861422	614228	616737	SC2
ERR12861422	660049	661475	SC2
ERR12861422	690608	695355	SC2
ERR12861422	736193	736849	SC2
ERR12861422	739956	740346	SC2
ERR12861422	771016	772662	SC2
ERR12861422	830816	833583	SC2
ERR12861422	841557	842575	SC2
ERR12861422	885096	888025	SC2
ERR12861422	908334	909756	SC2
ERR12861422	927031	932075	SC2
ERR12861422	935805	942053	SC2
ERR12861422	984379	988501	SC2
ERR12861422	991671	994830	SC2
ERR12861422	997508	1007095	SC2
ERR12861422	1017863	1019533	SC2
ERR12861422	1087281	1091192	SC2
ERR12861422	1159600	1170009	SC2
ERR12861422	1181721	1182971	SC2
ERR12861422	1187257	1188074	SC2
ERR12861422	1190829	1192008	SC2
ERR12861422	1215762	1216425	SC2
ERR12861422	1225679	1226570	SC2
ERR12861422	1231172	1233835	SC2
ERR12861422	1253331	1255851	SC2
ERR12861422	1265234	1267101	SC2
ERR12861422	1277216	1280172	SC2
ERR12861422	1305730	1307677	SC2
ERR12861422	1320750	1323070	SC2
ERR12861422	1332910	1334887	SC2
ERR12861422	1340308	1342512	SC2
ERR12861422	1449578	1451214	SC2
ERR12861422	1451884	1456285	SC2
ERR12861422	1501696	1502566	SC2
ERR12861422	1504035	1504801	SC2
ERR12861422	1516337	1516503	SC2
ERR12861422	1541960	1542989	SC2
ERR12861422	1555894	1558031	SC2
ERR12861422	1585627	1587337	SC2
ERR12861422	1748202	1749573	SC2
ERR12861422	1781861	1783024	SC2
ERR12861422	1816075	1816904	SC2
ERR12861422	1841956	1842518	SC2
ERR12861422	1890911	1894945	SC2
ERR12861422	1955924	1958347	SC2
ERR12861422	1978469	1980381	SC2
ERR12861422	2047099	2049638	SC2
ERR12861422	2121660	2123010	SC2
ERR12861422	2178818	2180792	SC2
ERR12861422	2196998	2199271	SC2
ERR12861422	2219929	2220942	SC2
ERR12861422	2252310	2260911	SC2
ERR12861422	2343790	2345121	SC2
ERR12861422	2388954	2390002	SC2
ERR12861422	2410123	2421981	SC2
ERR12861422	2459514	2460646	SC2
ERR12861422	2461713	2464162	SC2
ERR12861422	2482456	2488127	SC2
ERR12861422	2503253	2503988	SC2
ERR12861422	2532709	2535513	SC2
ERR12861422	2632777	2633406	SC2
ERR12861422	2654018	2656021	SC2
ERR12861422	2661490	2662837	SC2
ERR12861422	2708971	2711531	SC2
ERR12861422	2756677	2759090	SC2
ERR12861422	2772559	2774842	SC2
ERR12861422	2827374	2830223	SC2
ERR12861422	2871324	2872429	SC2
ERR12861422	2883019	2885757	SC2
ERR12861422	2949352	2951210	SC2
